2020-11-06:12:07:31,753 DEBUG    [fighter.py:40] Fighter running
2020-11-06:13:03:20,857 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:03:20,857 DEBUG    [fighter.py:107] fighting 7 mobs
2020-11-06:13:03:20,857 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:03:21,139 DEBUG    [fighter.py:118] path found
2020-11-06:13:03:30,557 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:03:30,644 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:03:30,644 DEBUG    [fighter.py:107] fighting 7 mobs
2020-11-06:13:03:30,644 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:03:32,735 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:03:32,735 DEBUG    [fighter.py:107] fighting 6 mobs
2020-11-06:13:03:32,735 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:03:34,872 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:03:34,872 DEBUG    [fighter.py:107] fighting 5 mobs
2020-11-06:13:03:34,872 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:03:41,752 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:03:41,830 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:03:41,830 DEBUG    [fighter.py:107] fighting 4 mobs
2020-11-06:13:03:41,831 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:03:43,963 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:03:43,963 DEBUG    [fighter.py:107] fighting 3 mobs
2020-11-06:13:03:43,963 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:03:46,34 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:03:46,34 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:03:46,34 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:03:46,107 DEBUG    [fighter.py:118] path found
2020-11-06:13:03:46,107 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:03:47,74 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:03:50,510 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:03:50,586 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:03:50,586 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:03:50,586 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:03:50,871 DEBUG    [fighter.py:118] path found
2020-11-06:13:03:50,872 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:03:54,465 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:03:54,542 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:03:54,542 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:03:54,542 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:03:54,854 DEBUG    [fighter.py:118] path found
2020-11-06:13:03:54,854 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:03:55,850 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:03:58,322 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:03:58,634 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:03:58,634 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:03:58,635 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:03:58,635 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:03:58,950 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:03:58,951 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:04:00,689 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:04:00,690 INFO     [bot.py:58] Enter combat took: 1.738391700000193
2020-11-06:13:04:02,339 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:04:02,419 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:04:02,419 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:04:02,419 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:04:02,733 DEBUG    [fighter.py:118] path found
2020-11-06:13:04:02,733 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:04:06,359 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:04:06,434 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:04:06,435 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:04:06,435 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:04:07,85 DEBUG    [fighter.py:118] path found
2020-11-06:13:04:07,86 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:04:10,697 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:04:10,774 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:04:10,774 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:04:10,774 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:04:11,89 DEBUG    [fighter.py:118] path found
2020-11-06:13:04:11,90 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:04:12,115 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:04:13,411 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:04:13,411 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:04:13,411 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:04:13,726 DEBUG    [fighter.py:118] path found
2020-11-06:13:04:16,353 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:04:16,428 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:04:16,428 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:04:16,429 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:04:17,896 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:04:17,897 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:04:17,897 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:04:20,842 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:04:21,173 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:04:21,173 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:04:21,174 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:04:21,174 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:04:23,232 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:04:23,232 DEBUG    [bot.py:42] Current map (8, -17)
2020-11-06:13:04:23,755 INFO     [bot.py:99] Current map coords: (8, -17)
2020-11-06:13:04:23,755 DEBUG    [bot.py:101] Changing map to destination (9, -17)
2020-11-06:13:04:29,950 INFO     [bot.py:109] Change map took 6.1941254999997
2020-11-06:13:04:30,458 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:04:30,596 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:04:30,596 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:04:35,598 DEBUG    [bot.py:60] Couldn't open combat!
2020-11-06:13:04:35,598 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:04:35,686 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:04:35,687 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:04:40,687 DEBUG    [bot.py:60] Couldn't open combat!
2020-11-06:13:04:40,687 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:04:41,87 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:04:41,88 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:04:46,89 DEBUG    [bot.py:60] Couldn't open combat!
2020-11-06:13:04:46,89 DEBUG    [bot.py:42] Current map (9, -17)
2020-11-06:13:04:46,702 INFO     [bot.py:99] Current map coords: (9, -17)
2020-11-06:13:04:46,702 DEBUG    [bot.py:101] Changing map to destination (9, -16)
2020-11-06:13:04:54,41 INFO     [bot.py:99] Current map coords: (9, -17)
2020-11-06:13:04:54,42 DEBUG    [bot.py:101] Changing map to destination (9, -16)
2020-11-06:13:05:00,615 DEBUG    [bot.py:42] Current map (9, -17)
2020-11-06:13:05:01,171 INFO     [bot.py:99] Current map coords: (9, -17)
2020-11-06:13:05:01,171 DEBUG    [bot.py:101] Changing map to destination (8, -17)
2020-11-06:13:05:06,235 INFO     [bot.py:109] Change map took 5.062943400000222
2020-11-06:13:05:06,757 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:05:08,879 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:05:08,879 DEBUG    [bot.py:42] Current map (8, -17)
2020-11-06:13:05:09,458 INFO     [bot.py:99] Current map coords: (8, -17)
2020-11-06:13:05:09,458 DEBUG    [bot.py:101] Changing map to destination (8, -18)
2020-11-06:13:05:15,207 INFO     [bot.py:109] Change map took 5.747811700000057
2020-11-06:13:05:15,844 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:05:16,686 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:05:16,686 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:05:18,798 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:05:18,799 INFO     [bot.py:58] Enter combat took: 2.1123993000001065
2020-11-06:13:05:20,450 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:05:20,527 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:05:20,527 DEBUG    [fighter.py:107] fighting 4 mobs
2020-11-06:13:05:20,527 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:05:22,297 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:05:22,298 DEBUG    [fighter.py:107] fighting 3 mobs
2020-11-06:13:05:22,298 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:05:24,414 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:05:24,414 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:05:24,415 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:05:24,710 DEBUG    [fighter.py:118] path found
2020-11-06:13:05:24,710 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:05:25,772 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:05:29,209 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:05:29,284 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:05:29,284 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:05:29,284 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:05:31,817 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:05:32,480 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:05:32,480 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:05:32,480 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:05:32,480 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:05:32,702 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:05:32,703 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:05:34,399 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:05:34,399 INFO     [bot.py:58] Enter combat took: 1.6961218000001281
2020-11-06:13:05:36,33 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:05:36,148 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:05:36,148 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:05:36,148 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:05:36,150 DEBUG    [fighter.py:118] path found
2020-11-06:13:05:36,151 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:05:39,786 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:05:39,863 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:05:39,863 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:05:39,863 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:05:40,160 DEBUG    [fighter.py:118] path found
2020-11-06:13:05:40,160 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:05:43,823 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:05:43,898 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:05:43,899 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:05:43,899 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:05:43,970 DEBUG    [fighter.py:118] path found
2020-11-06:13:05:43,970 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:05:44,342 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:05:46,497 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:05:47,196 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:05:47,197 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:05:47,197 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:05:47,197 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:05:49,536 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:05:49,536 DEBUG    [bot.py:42] Current map (8, -18)
2020-11-06:13:05:50,140 INFO     [bot.py:99] Current map coords: (8, -18)
2020-11-06:13:05:50,141 DEBUG    [bot.py:101] Changing map to destination (8, -19)
2020-11-06:13:05:55,391 INFO     [bot.py:109] Change map took 5.249667500000214
2020-11-06:13:05:55,935 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:05:56,66 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:05:56,67 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:05:57,673 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:05:57,673 INFO     [bot.py:58] Enter combat took: 1.6059708000002502
2020-11-06:13:05:59,322 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:05:59,399 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:05:59,399 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:05:59,400 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:06:01,696 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:06:02,76 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:06:02,76 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:06:02,76 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:06:02,76 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:06:04,144 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:06:04,144 DEBUG    [bot.py:42] Current map (8, -19)
2020-11-06:13:06:04,659 INFO     [bot.py:99] Current map coords: (8, -19)
2020-11-06:13:06:04,659 DEBUG    [bot.py:101] Changing map to destination (8, -18)
2020-11-06:13:06:07,505 INFO     [bot.py:109] Change map took 2.8455103000001145
2020-11-06:13:06:08,38 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:06:10,202 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:06:10,204 DEBUG    [bot.py:42] Current map (8, -18)
2020-11-06:13:06:10,738 INFO     [bot.py:99] Current map coords: (8, -18)
2020-11-06:13:06:10,739 DEBUG    [bot.py:101] Changing map to destination (8, -19)
2020-11-06:13:06:13,36 INFO     [bot.py:109] Change map took 2.2960212000002684
2020-11-06:13:06:13,551 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:06:15,649 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:06:15,649 DEBUG    [bot.py:42] Current map (8, -19)
2020-11-06:13:06:16,175 INFO     [bot.py:99] Current map coords: (8, -19)
2020-11-06:13:06:16,175 DEBUG    [bot.py:101] Changing map to destination (8, -20)
2020-11-06:13:06:21,855 INFO     [bot.py:109] Change map took 5.678563499999655
2020-11-06:13:06:22,430 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:06:22,718 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:06:22,719 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:06:26,784 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:06:26,784 INFO     [bot.py:58] Enter combat took: 4.064280999999937
2020-11-06:13:06:28,435 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:06:28,515 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:06:28,515 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:06:28,515 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:06:28,797 DEBUG    [fighter.py:118] path found
2020-11-06:13:06:28,798 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:06:32,389 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:06:32,466 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:06:32,467 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:06:32,467 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:06:32,684 DEBUG    [fighter.py:118] path found
2020-11-06:13:06:32,684 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:06:36,276 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:06:36,355 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:06:36,355 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:06:36,355 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:06:36,738 DEBUG    [fighter.py:118] path found
2020-11-06:13:06:36,738 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:06:37,527 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:06:39,360 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:06:39,360 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:06:39,360 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:06:39,475 DEBUG    [fighter.py:118] path found
2020-11-06:13:06:39,475 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:06:42,499 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:06:42,583 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:06:42,583 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:06:42,584 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:06:42,945 DEBUG    [fighter.py:118] path found
2020-11-06:13:06:42,945 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:06:48,538 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:06:48,616 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:06:48,616 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:06:48,616 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:06:49,31 DEBUG    [fighter.py:118] path found
2020-11-06:13:06:49,32 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:06:49,724 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:06:52,145 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:06:52,393 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:06:52,393 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:06:52,393 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:06:52,393 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:06:52,571 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:06:52,574 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:06:55,679 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:06:55,680 INFO     [bot.py:58] Enter combat took: 3.1046191000000363
2020-11-06:13:06:57,314 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:06:57,389 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:06:57,389 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:06:57,389 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:06:59,387 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:06:59,533 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:06:59,533 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:06:59,533 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:06:59,533 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:07:01,634 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:07:01,635 DEBUG    [bot.py:42] Current map (8, -20)
2020-11-06:13:07:02,159 INFO     [bot.py:99] Current map coords: (8, -20)
2020-11-06:13:07:02,159 DEBUG    [bot.py:101] Changing map to destination (8, -21)
2020-11-06:13:07:07,890 INFO     [bot.py:109] Change map took 5.7300506999999925
2020-11-06:13:07:08,437 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:07:09,777 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:07:09,779 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:07:13,46 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:07:13,47 INFO     [bot.py:58] Enter combat took: 3.2672931999995853
2020-11-06:13:07:14,698 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:07:14,774 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:07:14,774 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:07:14,775 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:07:15,94 DEBUG    [fighter.py:118] path found
2020-11-06:13:07:15,94 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:07:18,685 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:07:18,760 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:07:18,760 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:07:18,760 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:07:19,48 DEBUG    [fighter.py:118] path found
2020-11-06:13:07:19,49 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:07:19,669 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:07:21,309 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:07:21,571 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:07:21,572 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:07:21,572 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:07:21,572 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:07:23,660 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:07:23,660 DEBUG    [bot.py:42] Current map (8, -21)
2020-11-06:13:07:24,202 INFO     [bot.py:99] Current map coords: (8, -21)
2020-11-06:13:07:24,203 DEBUG    [bot.py:101] Changing map to destination (9, -21)
2020-11-06:13:07:29,433 INFO     [bot.py:109] Change map took 5.229468500000166
2020-11-06:13:07:29,955 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:07:30,94 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:07:30,95 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:07:35,97 DEBUG    [bot.py:60] Couldn't open combat!
2020-11-06:13:07:35,97 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:07:35,329 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:07:35,330 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:07:40,331 DEBUG    [bot.py:60] Couldn't open combat!
2020-11-06:13:07:40,331 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:07:40,425 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:07:40,426 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:07:45,427 DEBUG    [bot.py:60] Couldn't open combat!
2020-11-06:13:07:45,427 DEBUG    [bot.py:42] Current map (9, -21)
2020-11-06:13:07:46,45 INFO     [bot.py:99] Current map coords: (9, -21)
2020-11-06:13:07:46,45 DEBUG    [bot.py:101] Changing map to destination (9, -20)
2020-11-06:13:07:50,797 INFO     [bot.py:109] Change map took 4.750233499999922
2020-11-06:13:07:51,319 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:07:51,591 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:07:51,592 DEBUG    [bot.py:55] Clicked on mobs group
2020-11-06:13:07:53,904 DEBUG    [fighter.py:43] Combat started
2020-11-06:13:07:53,904 INFO     [bot.py:58] Enter combat took: 2.3111941000001934
2020-11-06:13:07:55,555 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:07:55,631 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:07:55,631 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:07:55,631 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:07:55,928 DEBUG    [fighter.py:118] path found
2020-11-06:13:07:55,928 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:07:59,593 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:07:59,700 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:07:59,700 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:07:59,701 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:08:00,4 DEBUG    [fighter.py:118] path found
2020-11-06:13:08:00,4 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:08:03,630 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:08:03,707 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:08:03,707 DEBUG    [fighter.py:107] fighting 2 mobs
2020-11-06:13:08:03,707 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:08:03,992 DEBUG    [fighter.py:118] path found
2020-11-06:13:08:03,992 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:08:05,48 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:08:06,826 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:08:06,826 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:08:06,827 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:08:07,587 DEBUG    [fighter.py:118] path found
2020-11-06:13:08:10,220 DEBUG    [fighter.py:78] Bot turn started
2020-11-06:13:08:10,299 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:08:10,299 DEBUG    [fighter.py:107] fighting 1 mobs
2020-11-06:13:08:10,299 DEBUG    [fighter.py:113] searching path to mobs
2020-11-06:13:08:10,666 DEBUG    [fighter.py:118] path found
2020-11-06:13:08:10,666 DEBUG    [fighter.py:121] moving towards target
2020-11-06:13:08:11,622 DEBUG    [fighter.py:124] can hit target
2020-11-06:13:08:13,495 DEBUG    [fighter.py:82] Fight ended detected
2020-11-06:13:08:13,673 DEBUG    [fighter.py:106] combat grid parsed successfully
2020-11-06:13:08:13,673 DEBUG    [fighter.py:107] fighting 0 mobs
2020-11-06:13:08:13,674 DEBUG    [fighter.py:64] Combat ended
2020-11-06:13:08:13,674 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:08:15,765 DEBUG    [bot.py:48] No mobs found
2020-11-06:13:08:15,765 DEBUG    [bot.py:42] Current map (9, -20)
2020-11-06:13:08:16,289 INFO     [bot.py:99] Current map coords: (9, -20)
2020-11-06:13:08:16,289 DEBUG    [bot.py:101] Changing map to destination (9, -19)
2020-11-06:13:08:23,148 INFO     [bot.py:109] Change map took 6.8570543000000725
2020-11-06:13:08:23,674 DEBUG    [bot.py:36] Searching for mobs group...
2020-11-06:13:08:23,818 DEBUG    [bot.py:39] I found a mob group
2020-11-06:13:08:23,820 DEBUG    [bot.py:55] Clicked on mobs group
